ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,VerticalWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,VerticalWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,PerturbedVerticalWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,VerticalStandardDeviation_ms,LongitudeOfTheSun_deg,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,O2nd_m3,O2mass_pct,O2mole_pct,O2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,Ond_m3,Omass_pct,Omole_pct,Oamw,H2Ond_m3,H2Omass_pct,H2Omole_pct,H2Oamw,TemperatureDaily_K,PressureDaily_Pa,DensityDaily_kgm3,EWWindDaily_ms,NSWindDaily_ms,TemperatureMin_K,TemperatureMax_K,DensityMin_kgm3,DensityMax_kgm3,SurfaceHeight_km,PlanetoGraphicHeight_km,PlanetoGraphicLatitude_deg,ReferenceHeight_km,ReferenceRadius_km,GroundTemperature_K,ThermosphereBaseHeight_km,ThermosphereBaseTemperature_K,ExosphericTemperature_K,F1PeakHeight_km,Albedo,HeightOffset_km,LocalHeightOffset_km,DustOpticalDepth,DustColumnArealDensity_kgm2,DustMixingRatio,DustMassDensity_ugm3,DustNumberDensity_m3,IceIsPresent,WavePerturbation_pct
59.2,5.920,0.00,0.00,3392.808,3386.888,3.715,214.4,3.359e+02,8.291e-03,11.020,12.200,233.0,6.397e+02,0.525,7.100,212.4,3.707e+02,9.125e-03,0.0,8.125e-03,8.460e-03,8.313e-03,0.3,2.04,232.7,0.25,-9.1,-11.0,-7.3,-8.9,3.3,0.3,0.000,-1.7,-2.1,-0.021,1.6,-1.8,-0.021,2.6,2.6,0.518,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1489e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8756e+21,1.50,1.63,39.96,1.0954e+23,96.56,95.34,44.01,1.1367e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1260e+21,1.75,2.72,28.02,1.4778e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.5996e+19,0.03,0.07,18.02,213.7,3.373e+02,8.350e-03,1.2,0.2,210.8,217.2,8.186e-03,8.449e-03,-1.632,-3.392,0.00,-3.392,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.765e-06,72.667,370091.378,99,0.0
59.3,5.930,0.00,0.00,3392.818,3386.888,3.714,214.4,3.356e+02,8.284e-03,11.020,12.200,233.0,6.397e+02,0.525,7.110,212.4,3.704e+02,9.116e-03,0.0,8.118e-03,8.453e-03,8.286e-03,0.0,2.04,233.0,0.25,-9.1,-11.0,-7.3,-9.1,3.3,0.3,0.000,-1.6,-2.0,-0.019,1.7,-1.6,-0.019,2.6,2.6,0.519,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1479e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8741e+21,1.50,1.63,39.96,1.0945e+23,96.56,95.34,44.01,1.1358e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1235e+21,1.75,2.72,28.02,1.4766e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.5789e+19,0.03,0.07,18.02,213.7,3.370e+02,8.343e-03,1.2,0.2,210.7,217.2,8.179e-03,8.442e-03,-1.632,-3.382,0.00,-3.382,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.765e-06,72.607,369783.588,99,0.0
59.4,5.940,0.00,0.00,3392.828,3386.888,3.714,214.3,3.353e+02,8.277e-03,11.020,12.200,233.0,6.397e+02,0.524,7.120,212.4,3.700e+02,9.108e-03,0.0,8.111e-03,8.446e-03,8.277e-03,-0.0,2.04,233.0,0.25,-9.1,-10.9,-7.3,-9.1,3.3,0.3,0.000,-1.7,-2.0,0.006,1.6,-1.7,0.006,2.6,2.6,0.519,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1470e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8726e+21,1.50,1.63,39.96,1.0936e+23,96.56,95.34,44.01,1.1349e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1209e+21,1.75,2.72,28.02,1.4753e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.5583e+19,0.03,0.07,18.02,213.7,3.367e+02,8.336e-03,1.2,0.2,210.7,217.2,8.173e-03,8.435e-03,-1.632,-3.372,0.00,-3.372,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.765e-06,72.546,369476.055,99,0.0
59.5,5.950,0.00,0.00,3392.838,3386.888,3.714,214.3,3.350e+02,8.270e-03,11.020,12.200,233.0,6.397e+02,0.524,7.130,212.4,3.697e+02,9.100e-03,0.0,8.105e-03,8.439e-03,8.260e-03,-0.1,2.04,233.1,0.25,-9.1,-10.9,-7.3,-9.2,3.4,0.3,0.000,-1.7,-1.9,-0.003,1.6,-1.6,-0.003,2.6,2.6,0.519,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1461e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8710e+21,1.50,1.63,39.96,1.0927e+23,96.56,95.34,44.01,1.1339e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1184e+21,1.75,2.72,28.02,1.4741e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.5377e+19,0.03,0.07,18.02,213.7,3.363e+02,8.330e-03,1.2,0.2,210.7,217.2,8.166e-03,8.428e-03,-1.632,-3.362,0.00,-3.362,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.765e-06,72.486,369168.779,99,0.0
59.6,5.960,0.00,0.00,3392.848,3386.888,3.714,214.3,3.347e+02,8.263e-03,11.020,12.200,233.0,6.397e+02,0.523,7.140,212.4,3.693e+02,9.092e-03,0.0,8.098e-03,8.432e-03,8.255e-03,-0.1,2.04,233.1,0.25,-9.1,-10.9,-7.3,-9.2,3.4,0.3,0.000,-1.6,-1.7,-0.055,1.8,-1.4,-0.055,2.6,2.6,0.519,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1451e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8695e+21,1.50,1.63,39.96,1.0918e+23,96.56,95.34,44.01,1.1330e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1158e+21,1.75,2.72,28.02,1.4729e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.5171e+19,0.03,0.07,18.02,213.7,3.360e+02,8.323e-03,1.2,0.2,210.7,217.1,8.160e-03,8.421e-03,-1.632,-3.352,0.00,-3.352,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.765e-06,72.426,368861.760,99,0.0
59.7,5.970,0.00,0.00,3392.858,3386.888,3.714,214.3,3.344e+02,8.257e-03,11.020,12.200,233.0,6.397e+02,0.523,7.150,212.4,3.690e+02,9.084e-03,0.0,8.091e-03,8.425e-03,8.243e-03,-0.2,2.04,233.2,0.25,-9.1,-10.9,-7.3,-9.3,3.4,0.3,0.000,-1.5,-1.8,-0.071,1.8,-1.5,-0.071,2.6,2.6,0.519,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1442e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8679e+21,1.50,1.63,39.96,1.0909e+23,96.56,95.34,44.01,1.1321e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1132e+21,1.75,2.72,28.02,1.4717e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.4966e+19,0.03,0.07,18.02,213.6,3.357e+02,8.316e-03,1.3,0.2,210.7,217.1,8.153e-03,8.415e-03,-1.632,-3.342,0.00,-3.342,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,72.366,368554.998,99,0.0
59.8,5.980,0.00,0.00,3392.868,3386.888,3.714,214.3,3.341e+02,8.250e-03,11.020,12.200,233.0,6.397e+02,0.522,7.160,212.4,3.687e+02,9.076e-03,0.0,8.085e-03,8.419e-03,8.220e-03,-0.4,2.04,233.4,0.25,-9.1,-10.9,-7.2,-9.4,3.4,0.3,0.000,-1.5,-2.1,-0.137,1.8,-1.8,-0.137,2.6,2.6,0.520,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1432e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8664e+21,1.50,1.63,39.96,1.0900e+23,96.56,95.34,44.01,1.1312e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1107e+21,1.75,2.72,28.02,1.4705e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.4762e+19,0.03,0.07,18.02,213.6,3.354e+02,8.309e-03,1.3,0.2,210.6,217.1,8.147e-03,8.408e-03,-1.632,-3.332,0.00,-3.332,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,72.305,368248.491,99,0.0
59.9,5.990,0.00,0.00,3392.878,3386.888,3.714,214.3,3.337e+02,8.243e-03,11.020,12.200,232.9,6.397e+02,0.522,7.170,212.4,3.683e+02,9.068e-03,0.0,8.078e-03,8.412e-03,8.201e-03,-0.5,2.04,233.5,0.25,-9.1,-10.9,-7.2,-9.6,3.4,0.3,0.000,-1.5,-2.1,-0.113,1.9,-1.7,-0.113,2.6,2.6,0.520,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1423e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8649e+21,1.50,1.63,39.96,1.0891e+23,96.56,95.34,44.01,1.1302e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1081e+21,1.75,2.72,28.02,1.4693e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.4557e+19,0.03,0.07,18.02,213.6,3.351e+02,8.302e-03,1.3,0.2,210.6,217.1,8.140e-03,8.401e-03,-1.632,-3.322,0.00,-3.322,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,72.245,367942.241,99,0.0
60.0,6.000,0.00,0.00,3392.888,3386.888,3.714,214.2,3.334e+02,8.236e-03,11.020,12.200,232.9,6.397e+02,0.521,7.180,212.4,3.680e+02,9.060e-03,0.0,8.071e-03,8.405e-03,8.185e-03,-0.6,2.05,233.7,0.25,-9.1,-10.9,-7.2,-9.7,3.4,0.3,0.000,-1.3,-2.1,-0.122,2.1,-1.8,-0.122,2.6,2.6,0.520,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1414e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8634e+21,1.50,1.63,39.96,1.0882e+23,96.56,95.35,44.01,1.1293e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1056e+21,1.75,2.72,28.02,1.4681e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.4354e+19,0.03,0.07,18.02,213.6,3.348e+02,8.296e-03,1.3,0.2,210.6,217.1,8.133e-03,8.394e-03,-1.632,-3.312,0.00,-3.312,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,72.185,367636.247,99,0.0
60.1,6.010,0.00,0.00,3392.898,3386.888,3.714,214.2,3.331e+02,8.230e-03,11.020,12.200,232.9,6.397e+02,0.521,7.190,212.4,3.677e+02,9.052e-03,0.0,8.065e-03,8.398e-03,8.168e-03,-0.7,2.05,233.8,0.25,-9.1,-10.9,-7.2,-9.8,3.4,0.3,0.000,-1.3,-2.1,-0.112,2.1,-1.7,-0.112,2.6,2.6,0.520,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1404e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8618e+21,1.50,1.63,39.96,1.0873e+23,96.56,95.35,44.01,1.1284e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1030e+21,1.75,2.72,28.02,1.4669e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.4150e+19,0.03,0.07,18.02,213.6,3.345e+02,8.289e-03,1.3,0.2,210.6,217.0,8.127e-03,8.387e-03,-1.632,-3.302,0.00,-3.302,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,72.125,367330.508,99,0.0
60.2,6.020,0.00,0.00,3392.908,3386.888,3.714,214.2,3.328e+02,8.223e-03,11.020,12.200,232.9,6.397e+02,0.520,7.200,212.4,3.673e+02,9.045e-03,0.0,8.058e-03,8.391e-03,8.181e-03,-0.5,2.05,233.5,0.25,-9.1,-10.9,-7.2,-9.5,3.4,0.3,0.000,-1.0,-2.0,-0.145,2.4,-1.6,-0.145,2.6,2.6,0.520,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1395e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8603e+21,1.50,1.63,39.96,1.0864e+23,96.56,95.35,44.01,1.1275e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.1005e+21,1.75,2.72,28.02,1.4657e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.3948e+19,0.03,0.07,18.02,213.5,3.342e+02,8.282e-03,1.3,0.2,210.6,217.0,8.120e-03,8.380e-03,-1.632,-3.292,0.00,-3.292,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,72.065,367025.025,99,0.0
60.3,6.030,0.00,0.00,3392.918,3386.888,3.714,214.2,3.325e+02,8.216e-03,11.020,12.200,232.9,6.397e+02,0.520,7.210,212.4,3.670e+02,9.037e-03,0.0,8.051e-03,8.384e-03,8.185e-03,-0.4,2.05,233.3,0.25,-9.1,-10.9,-7.2,-9.4,3.4,0.3,0.000,-1.0,-2.1,-0.123,2.4,-1.8,-0.123,2.6,2.6,0.521,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1386e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8588e+21,1.50,1.63,39.96,1.0856e+23,96.56,95.35,44.01,1.1265e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.0980e+21,1.75,2.72,28.02,1.4645e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.3745e+19,0.03,0.07,18.02,213.5,3.339e+02,8.275e-03,1.4,0.2,210.5,217.0,8.114e-03,8.374e-03,-1.632,-3.282,0.00,-3.282,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,72.005,366719.797,99,0.0
60.4,6.040,0.00,0.00,3392.928,3386.888,3.714,214.2,3.322e+02,8.209e-03,11.020,12.200,232.9,6.397e+02,0.519,7.220,212.3,3.666e+02,9.029e-03,0.0,8.045e-03,8.377e-03,8.175e-03,-0.4,2.05,233.4,0.25,-9.1,-10.9,-7.2,-9.5,3.4,0.3,0.000,-0.9,-2.4,-0.180,2.5,-2.0,-0.180,2.6,2.6,0.521,359.80,-0.09,359.76,12.02,0.26,5.04,1.56,88774.9,1.1376e+23,1.890e+02,1.340e+00,43.457,0.9877,1.8572e+21,1.50,1.63,39.96,1.0847e+23,96.56,95.35,44.01,1.1256e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.0954e+21,1.75,2.72,28.02,1.4633e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.3543e+19,0.03,0.07,18.02,213.5,3.336e+02,8.269e-03,1.4,0.2,210.5,217.0,8.107e-03,8.367e-03,-1.632,-3.272,0.00,-3.272,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,71.945,366414.824,99,0.0
60.5,6.050,0.00,0.00,3392.938,3386.888,3.714,214.1,3.319e+02,8.203e-03,11.020,12.200,232.9,6.397e+02,0.519,7.230,212.3,3.663e+02,9.022e-03,0.0,8.038e-03,8.371e-03,8.164e-03,-0.5,2.05,233.4,0.25,-9.1,-10.9,-7.2,-9.5,3.5,0.3,0.000,-0.9,-2.3,-0.180,2.6,-2.0,-0.180,2.6,2.6,0.521,359.80,-0.09,359.75,12.02,0.26,5.04,1.56,88774.9,1.1367e+23,1.890e+02,1.340e+00,43.458,0.9877,1.8557e+21,1.50,1.63,39.96,1.0838e+23,96.56,95.35,44.01,1.1247e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.0929e+21,1.75,2.72,28.02,1.4621e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.3342e+19,0.03,0.07,18.02,213.5,3.333e+02,8.262e-03,1.4,0.2,210.5,216.9,8.101e-03,8.360e-03,-1.632,-3.262,0.00,-3.262,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,71.886,366110.106,99,0.0
60.6,6.060,0.00,0.00,3392.948,3386.888,3.714,214.1,3.316e+02,8.196e-03,11.020,12.200,232.9,6.397e+02,0.518,7.240,212.3,3.659e+02,9.014e-03,0.0,8.031e-03,8.364e-03,8.139e-03,-0.7,2.05,233.7,0.25,-9.1,-10.9,-7.2,-9.7,3.5,0.3,0.000,-1.0,-2.0,-0.177,2.4,-1.7,-0.177,2.6,2.6,0.521,359.80,-0.09,359.75,12.02,0.26,5.04,1.56,88774.9,1.1357e+23,1.890e+02,1.340e+00,43.458,0.9877,1.8542e+21,1.50,1.63,39.96,1.0829e+23,96.56,95.35,44.01,1.1238e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.0903e+21,1.75,2.72,28.02,1.4609e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.3141e+19,0.03,0.07,18.02,213.4,3.330e+02,8.255e-03,1.4,0.2,210.5,216.9,8.094e-03,8.353e-03,-1.632,-3.252,0.00,-3.252,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,71.826,365805.643,99,0.0
60.7,6.070,0.00,0.00,3392.958,3386.888,3.714,214.1,3.313e+02,8.189e-03,11.020,12.200,232.9,6.397e+02,0.518,7.250,212.3,3.656e+02,9.006e-03,0.0,8.025e-03,8.357e-03,8.121e-03,-0.8,2.05,233.8,0.25,-9.1,-10.9,-7.2,-9.8,3.5,0.3,0.000,-1.0,-2.0,-0.238,2.4,-1.7,-0.238,2.6,2.6,0.521,359.80,-0.09,359.75,12.02,0.26,5.04,1.56,88774.9,1.1348e+23,1.890e+02,1.340e+00,43.458,0.9877,1.8527e+21,1.50,1.63,39.96,1.0820e+23,96.56,95.35,44.01,1.1228e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.0878e+21,1.75,2.72,28.02,1.4597e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.2940e+19,0.03,0.07,18.02,213.4,3.327e+02,8.248e-03,1.4,0.2,210.5,216.9,8.088e-03,8.346e-03,-1.632,-3.242,0.00,-3.242,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.764e-06,71.766,365501.433,99,0.0
60.8,6.080,0.00,0.00,3392.968,3386.888,3.714,214.1,3.310e+02,8.182e-03,11.020,12.200,232.9,6.397e+02,0.517,7.260,212.3,3.653e+02,8.999e-03,0.0,8.018e-03,8.350e-03,8.110e-03,-0.9,2.05,233.9,0.25,-9.1,-10.9,-7.2,-9.9,3.5,0.3,0.000,-1.0,-1.9,-0.182,2.5,-1.6,-0.182,2.6,2.6,0.522,359.80,-0.09,359.75,12.02,0.26,5.04,1.56,88774.9,1.1339e+23,1.890e+02,1.340e+00,43.458,0.9877,1.8512e+21,1.50,1.63,39.96,1.0811e+23,96.56,95.35,44.01,1.1219e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.0853e+21,1.75,2.72,28.02,1.4585e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.2740e+19,0.03,0.07,18.02,213.4,3.324e+02,8.242e-03,1.4,0.2,210.4,216.9,8.082e-03,8.340e-03,-1.632,-3.232,0.00,-3.232,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.763e-06,71.706,365197.478,99,0.0
60.9,6.090,0.00,0.00,3392.978,3386.888,3.714,214.1,3.307e+02,8.176e-03,11.020,12.200,232.9,6.397e+02,0.517,7.270,212.3,3.649e+02,8.991e-03,0.0,8.011e-03,8.343e-03,8.115e-03,-0.7,2.05,233.7,0.25,-9.1,-10.9,-7.2,-9.7,3.5,0.3,0.000,-0.9,-2.2,-0.194,2.6,-1.8,-0.194,2.6,2.6,0.522,359.80,-0.09,359.75,12.02,0.26,5.04,1.56,88774.9,1.1330e+23,1.890e+02,1.340e+00,43.458,0.9877,1.8496e+21,1.50,1.63,39.96,1.0802e+23,96.56,95.35,44.01,1.1210e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.0827e+21,1.75,2.72,28.02,1.4573e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.2540e+19,0.03,0.07,18.02,213.4,3.321e+02,8.235e-03,1.5,0.2,210.4,216.9,8.075e-03,8.333e-03,-1.632,-3.222,0.00,-3.222,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.763e-06,71.647,364893.777,99,0.0
61.0,6.100,0.00,0.00,3392.988,3386.888,3.714,214.0,3.304e+02,8.169e-03,11.020,12.200,232.8,6.397e+02,0.517,7.280,212.2,3.646e+02,8.983e-03,0.0,8.005e-03,8.337e-03,8.120e-03,-0.6,2.05,233.5,0.25,-9.1,-10.9,-7.2,-9.6,3.5,0.3,0.000,-0.8,-2.1,-0.192,2.7,-1.8,-0.192,2.6,2.6,0.522,359.80,-0.09,359.75,12.02,0.26,5.04,1.56,88774.9,1.1320e+23,1.890e+02,1.340e+00,43.458,0.9877,1.8481e+21,1.50,1.63,39.96,1.0793e+23,96.56,95.35,44.01,1.1201e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.0802e+21,1.75,2.72,28.02,1.4561e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.2341e+19,0.03,0.07,18.02,213.4,3.318e+02,8.228e-03,1.5,0.2,210.4,216.8,8.069e-03,8.326e-03,-1.632,-3.212,0.00,-3.212,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.763e-06,71.587,364590.330,99,0.0
61.1,6.110,0.00,0.00,3392.998,3386.888,3.714,214.0,3.301e+02,8.162e-03,11.020,12.200,232.8,6.397e+02,0.516,7.290,212.2,3.642e+02,8.976e-03,0.0,7.998e-03,8.330e-03,8.113e-03,-0.6,2.05,233.5,0.25,-9.1,-10.9,-7.2,-9.6,3.5,0.3,0.000,-0.8,-2.0,-0.177,2.8,-1.7,-0.177,2.6,2.6,0.522,359.80,-0.09,359.75,12.02,0.26,5.04,1.56,88774.9,1.1311e+23,1.890e+02,1.340e+00,43.458,0.9877,1.8466e+21,1.50,1.63,39.96,1.0785e+23,96.56,95.35,44.01,1.1192e+20,0.06,0.10,28.01,0.0000e+00,0.00,0.00,2.02,3.0777e+21,1.75,2.72,28.02,1.4549e+20,0.09,0.13,32.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,16.00,8.2142e+19,0.03,0.07,18.02,213.3,3.314e+02,8.221e-03,1.5,0.2,210.4,216.8,8.062e-03,8.319e-03,-1.632,-3.202,0.00,-3.202,3396.200,291.3,999.000,0.0,0.0,999.900,0.190,-0.002,0.000,0.300,0.002,8.763e-06,71.528,364287.136,99,0.0
